"global_id";"system_object_id";"ID";"Name";"Mode";"District";"Address";"LocationDescription";"Longitude_WGS84";"Latitude_WGS84";"CarCapacity";"AdmArea";
"1704907";"236";"236";"Парковка такси по адресу улица Орджоникидзе, дом 5";"круглосуточно";"Донской район";"улица Орджоникидзе, дом 5";"Заездной карман";"37.6007849333836";"55.7104879559776";"2";"Южный административный округ";
"1704909";"238";"238";"Парковка такси по адресу Пролетарский проспект, дом 18";"круглосуточно";"район Царицыно";"Пролетарский проспект, дом 18";"Заездной карман";"37.6575045881691";"55.6343822648421";"3";"Южный административный округ";
"1704910";"210";"210";"Парковка такси по адресу Каширское шоссе, дом 42/1";"круглосуточно";"район Москворечье-Сабурово";"Каширское шоссе, дом 42/1";"Кинотеатр «Мечта»";"37.6625061035156";"55.6489782283286";"4";"Южный административный округ";
"1704911";"211";"211";"Парковка такси по адресу Каширское шоссе, дом 80";"круглосуточно";"район Орехово-Борисово Северное";"Каширское шоссе, дом 80";"На территории парковки универмага «Борисовский»";"37.709777355194";"55.6246129111459";"3";"Южный административный округ";
"1704912";"212";"212";"Парковка такси по адресу Кировоградская улица, дом 9, корпус 4";"круглосуточно";"район Чертаново Северное";"Кировоградская улица, дом 9, корпус 4";"ТЦ «Южный»";"37.6090335845947";"55.6226138406279";"4";"Южный административный округ";
"1704913";"213";"213";"Парковка такси по адресу Ореховый бульвар, владение 24, корпус 1";"круглосуточно";"район Зябликово";"Ореховый бульвар, владение 24, корпус 1";"На территории перехватывающей парковки станции метро «Красногвардейская», Ореховый бульвар, владение 24, корпус 1, у ТЦ «Тук-тук»";"37.7468830347061";"55.6139469938779";"4";"Южный административный округ";
"1704914";"214";"214";"Парковка такси по адресу Ореховый бульвар, дом 22";"круглосуточно";"район Зябликово";"Ореховый бульвар, дом 22";"На территории перехватывающей парковки станции метро «Красногвардейская»";"37.7405530214309";"55.6135289011016";"3";"Южный административный округ";
"1704915";"215";"215";"Парковка такси по адресу проспект Андропова, дом 39, строение 46";"круглосуточно";"район Нагатинский Затон";"проспект Андропова, дом 39, строение 46";"У бокового входа в музей-заповедник «Коломенское»";"37.6615780591964";"55.6680568865981";"4";"Южный административный округ";
"1704916";"216";"216";"Парковка такси по адресу проспект Андропова, дом 36";"круглосуточно";"район Нагатино-Садовники";"проспект Андропова, дом 36";"У Торгового центра";"37.6627904176712";"55.6761264675325";"4";"Южный административный округ";
"1704917";"217";"217";"Парковка такси по адресу проспект Андропова, дом 8";"круглосуточно";"Даниловский район";"проспект Андропова, дом 8";"";"37.6662665605545";"55.6958645874495";"4";"Южный административный округ";
"1704918";"218";"218";"Парковка такси по адресу Каширское шоссе, владение 25Б, строение 9";"круглосуточно";"район Нагатино-Садовники";"Каширское шоссе, владение 25Б, строение 9";"Станция метро «Каширская»";"37.6496583223342";"55.6562467365531";"4";"Южный административный округ";
"1704919";"219";"219";"Парковка такси по адресу улица Мастеркова, дом 6";"круглосуточно";"Даниловский район";"улица Мастеркова, дом 6";"улица Мастеркова, напротив дома 6";"37.6576030254364";"55.7084002399535";"5";"Южный административный округ";
"1704920";"220";"220";"Парковка такси по адресу улица Мусы Джалиля, дом 2/3";"круглосуточно";"район Зябликово";"улица Мусы Джалиля, дом 2/3";"Остановка «Универмаг» парковка на территории универсама «Авоська»";"37.7415454387664";"55.629978094077";"4";"Южный административный округ";
"1704921";"221";"221";"Парковка такси по адресу улица Тюрина, дом 4";"круглосуточно";"район Бирюлёво Восточное";"улица Тюрина, дом 4";"Возле парка музея-заповедника «Царицыно»";"37.6722157001495";"55.618371535847";"4";"Южный административный округ";
"1704922";"254";"254";"Парковка такси по адресу Малый Ивановский переулок, дом 2";"круглосуточно";"Басманный район";"Малый Ивановский переулок, дом 2";"улица Забелина у входа в Иоанно-Предтеченский женский монастырь, перед местом для инвалидов";"37.6404311746227";"55.7550563954753";"2";"Центральный административный округ";
"1704923";"255";"255";"Парковка такси по адресу Малый Ивановский переулок, дом 7-9, строение 1";"круглосуточно";"Басманный район";"Малый Ивановский переулок, дом 7-9, строение 1";"У ресторана";"37.6410072593898";"55.7542402885111";"2";"Центральный административный округ";
"1704924";"256";"256";"Парковка такси по адресу Петропавловский переулок, дом 5, строение 1";"круглосуточно";"Таганский район";"Петропавловский переулок, дом 5, строение 1";"Пересечение с Яузским бульваром";"37.6438157736993";"55.7512460443889";"2";"Центральный административный округ";
"1704925";"257";"257";"Парковка такси по адресу Большой Кисловский переулок, дом 12";"круглосуточно";"Пресненский район";"Большой Кисловский переулок, дом 12";"Пересечение с улицей Воздвиженка";"37.6054123879657";"55.7529415823123";"2";"Центральный административный округ";
"1704926";"258";"258";"Парковка такси по адресу Большая Никитская улица, дом12, строение 2";"круглосуточно";"Пресненский район";"Большая Никитская улица, дом 12, строение 2";"Газетный переулок у гостиницы «Никитская»";"37.6072171389205";"55.7564798363533";"2";"Центральный административный округ";
"1704927";"259";"259";"Парковка такси по адресу Вознесенский переулок, дом 7";"круглосуточно";"Пресненский район";"Вознесенский переулок, дом 7";"Вознесенский переулок у Англиканской церкви Святого Андрея ближайшие машиноместа к входу в Гостиницу «Marriott Courtyard City Center»";"37.6043544172716";"55.7580822979451";"2";"Центральный административный округ";
"1704928";"260";"260";"Парковка такси по адресу Тверской бульвар, дом 2";"круглосуточно";"Пресненский район";"Тверской бульвар, дом 2";"Леонтьевский переулок у здания «ИТАР-ТАСС», ближайшие к пересечению с Большой Никитской улицей";"37.6000125107202";"55.7575337128825";"2";"Центральный административный округ";
"1704929";"261";"261";"Парковка такси по адресу Малый Знаменский переулок, дом 14";"круглосуточно";"район Хамовники";"Малый Знаменский переулок, дом 14";"Пересечение с улицей Волхонка, разметка";"37.6057153164947";"55.7465511184502";"3";"Центральный административный округ";
"1704930";"262";"262";"Парковка такси по адресу Большая Никитская улица, дом 19";"круглосуточно";"Пресненский район";"Большая Никитская улица, дом 19";"У входа в театр и станции метро «Маяковская»";"37.6014189002671";"55.7571393388233";"2";"Центральный административный округ";
"1704931";"263";"263";"Парковка такси по адресу улица Малая Дмитровка, дом 4";"круглосуточно";"Тверской район";"улица Малая Дмитровка, дом 4";"После остановки «Пушкинская площадь» МГТ «Ленком»";"37.6062690317303";"55.7675391535912";"2";"Центральный административный округ";
"1704932";"264";"264";"Парковка такси по адресу улица Машкова, дом 23";"круглосуточно";"Басманный район";"улица Машкова, дом 23";"Пересечение с Садовой-Черногрязской улицей";"37.6550370092445";"55.7648167643333";"2";"Центральный административный округ";
"1704933";"265";"265";"Парковка такси по адресу Настасьинский переулок, дом 2";"круглосуточно";"Тверской район";"Настасьинский переулок, дом 2";"Пересечение с Тверской улицей";"37.602651536481";"55.7663700394859";"3";"Центральный административный округ";
"1704934";"266";"266";"Парковка такси по адресу Неглинная улица, дом 20";"круглосуточно";"Мещанский район";"Неглинная улица, дом 20";"Пересечение с Рождественским бульваром; разметка";"37.6214552700912";"55.7664772787872";"3";"Центральный административный округ";
"1704935";"327";"327";"Парковка такси по адресу улица Линии Октябрьской Железной Дороги, дом 1Б";"круглосуточно";"Тимирязевский район";"улица Линии Октябрьской Железной Дороги, дом 1Б";"Выход с платформы «Петровско-Разумовское»";"37.569213";"55.839789";"3";"Северный административный округ";
"1704936";"328";"328";"Парковка такси по адресу улица 800-летия Москвы, дом 24, строение 1";"круглосуточно";"район Восточное Дегунино";"улица 800-летия Москвы, дом 24, строение 1";"Перед остановкой «Баскетбольная школа», заездной карман";"37.558341014228";"55.8801907480737";"2";"Северный административный округ";
"1704937";"329";"329";"Парковка такси по адресу улица Авиаконструктора Микояна, дом 3 (1)";"круглосуточно";"Хорошёвский район";"улица Авиаконструктора Микояна, дом 3";"«Мегаспорт» Дворец Спорта, заездной карман";"37.5438666343688";"55.7874088060741";"3";"Северный административный округ";
"1704939";"331";"331";"Парковка такси по адресу улица Софьи Ковалевской, дом 1";"круглосуточно";"Дмитровский район";"улица Софьи Ковалевской, дом 1";"улица Софьи Ковалевской, вход в парк, перед остановкой «Яхромская улица», заездной карман";"37.532901763916";"55.8802218916181";"2";"Северный административный округ";
"1704940";"332";"332";"Парковка такси по адресу улица Лётчика Полагушина, корпус 403, строение 14а";"круглосуточно";"район Матушкино";"улица Лётчика Полагушина, корпус 403, строение 14А";"Поликлиника № 201; разметка";"37.205302762959";"56.0006183737095";"2";"Зеленоградский административный округ";
"1704941";"333";"333";"Парковка такси по адресу Сосновая аллея, дом 4";"круглосуточно";"район Савёлки";"Сосновая аллея, дом 4";"Перед остановкой «Центр Ювелир»; заездной карман";"37.2266979931737";"55.9888547739789";"3";"Зеленоградский административный округ";
"1704942";"334";"334";"Парковка такси по адресу Молдавская улица, дом 2А";"круглосуточно";"район Кунцево";"Молдавская улица, дом 2А";"Станция метро «Кунцевская», у выхода из первого вагона из центра, в заездном кармане";"37.4458456276079";"55.7307505435451";"2";"Западный административный округ";
"1704943";"335";"335";"Парковка такси по адресу улица Генерала Ермолова, дом 6";"круглосуточно";"район Дорогомилово";"улица Генерала Ермолова, дом 6";"Станция метро «Парк Победы», в сторону области, заездной карман";"37.5155987261678";"55.7362753020952";"3";"Западный административный округ";
"1704944";"349";"349";"Парковка такси по адресу улица Обручева, дом 25, строение 1";"круглосуточно";"Обручевский район";"улица Обручева, дом 25, строение 1";"Заездной карман";"37.5335930227447";"55.6564487766899";"2";"Юго-Западный административный округ";
"1704945";"350";"350";"Парковка такси по адресу проспект 60-летия Октября, дом 19";"круглосуточно";"Академический район";"проспект 60-летия Октября, дом 19";"Заездной карман";"37.5765121221411";"55.6935091169328";"3";"Юго-Западный административный округ";
"1704946";"273";"273";"Парковка такси по адресу Малая Бронная улица, дом 8/1";"круглосуточно";"Пресненский район";"Малая Бронная улица, дом 8/1";"У ресторана «Аист», разметка";"37.5966881812928";"55.7601897242041";"2";"Центральный административный округ";
"1704947";"274";"274";"Парковка такси по адресу Поварская улица, дом 54";"круглосуточно";"Пресненский район";"Поварская улица, дом 54";"Пересечение с Садовым кольцом, разметка";"37.585273397126";"55.7580094314466";"3";"Центральный административный округ";
"1704948";"275";"275";"Парковка такси по адресу Спиридоньевский переулок, дом 8";"круглосуточно";"Пресненский район";"Спиридоньевский переулок, дом 8";"Пересечение с Малой Бронной улицей, разметка";"37.5947115003145";"55.7624184574614";"2";"Центральный административный округ";
"1704949";"276";"276";"Парковка такси по адресу улица Солянка, дом 9А, строение 2";"круглосуточно";"Таганский район";"улица Солянка, дом 9А, строение 2";"Разметка";"37.6408329426521";"55.7518329685774";"2";"Центральный административный округ";
"1704950";"277";"277";"Парковка такси по адресу Красная площадь, дом 3";"круглосуточно";"Тверской район";"Красная площадь, дом 3";"Выход из ГУМа, разметка";"37.6224553585052";"55.7537064415619";"3";"Центральный административный округ";
"1704951";"278";"278";"Парковка такси по адресу улица Ильинка, дом 4";"круглосуточно";"Тверской район";"улица Ильинка, дом 4";"Пересечение с Рыбным переулком, Гостиный двор, разметка";"37.6255279900215";"55.7548294316626";"2";"Центральный административный округ";
"1704952";"279";"279";"Парковка такси по адресу улица Варварка, дом 3";"круглосуточно";"Тверской район";"улица Варварка, дом 3";"После пересечения с Рыбным переулком, Гостиный двор";"37.6278664467099";"55.7528941856227";"2";"Центральный административный округ";
"1704953";"280";"280";"Парковка такси по адресу Фролов переулок, дом 2";"круглосуточно";"Красносельский район";"Фролов переулок, дом 2";"Вход в театр «Et Cetera», разметка";"37.6351345359034";"55.7651216992714";"2";"Центральный административный округ";
"1704954";"281";"281";"Парковка такси по адресу Кадашёвская набережная, дом 14";"круглосуточно";"район Якиманка";"Кадашёвская набережная, дом 14";"Лужков мост, разметка";"37.6192339180852";"55.7440622484081";"3";"Центральный административный округ";
"1704955";"282";"282";"Парковка такси по адресу 3-й Голутвинский переулок, дом 22";"круглосуточно";"район Якиманка";"3-й Голутвинский переулок, дом 22";"Пересечение с улицей Большая Якиманка, разметка";"37.6145020724652";"55.7376835881602";"3";"Центральный административный округ";
"1704956";"283";"283";"Парковка такси по адресу улица Бахрушина, дом 25";"круглосуточно";"район Замоскворечье";"улица Бахрушина, дом 25";"Кинотеатр «Пять звезд», разметка";"37.6368686377281";"55.7330678870569";"2";"Центральный административный округ";
"1704957";"284";"284";"Парковка такси по адресу улица Бахрушина, дом 12";"круглосуточно";"район Замоскворечье";"улица Бахрушина, дом 12";"Разметка";"37.6351981579864";"55.7354967516573";"2";"Центральный административный округ";
"1704958";"285";"285";"Парковка такси по адресу Берсеневская набережная, дом 20/2";"круглосуточно";"район Якиманка";"Берсеневская набережная, дом 20/2";"улица Серафимовича, у входа в театр Эстрады со стороны Берсеневской набережной, разметка";"37.6117130040074";"55.7455452565329";"2";"Центральный административный округ";
"1704959";"267";"267";"Парковка такси по адресу Всеволожский переулок, дом 10";"круглосуточно";"район Хамовники";"Всеволожский переулок, дом 10";"Четная сторона, ближайшие к пересечению с улицей Остроженка; разметка";"37.5996563670923";"55.7424233969902";"2";"Центральный административный округ";
"1704960";"268";"268";"Парковка такси по адресу улица Арбат, дом 54";"круглосуточно";"район Арбат";"улица Арбат, дом 54";"Пересечение Садового кольца и Смоленского бульвара, разметка";"37.5829452393736";"55.7469995856323";"3";"Центральный административный округ";
"1704961";"269";"269";"Парковка такси по адресу Новокрымский проезд, дом 53";"круглосуточно";"район Хамовники";"Новокрымский проезд, дом 53";"Пересечение с улицей Остоженка, станция метро «Парк Культуры», разметка";"37.5947875140263";"55.7359492418965";"3";"Центральный административный округ";
"1704962";"270";"270";"Парковка такси по адресу Троилинский переулок, дом 1";"круглосуточно";"район Арбат";"Троилинский переулок, дом 1";"У Макдональдс, пересечение с улицей Арбат, разметка";"37.5843712627101";"55.7480173659909";"3";"Центральный административный округ";
"1704963";"271";"271";"Парковка такси по адресу Бутиковский переулок, дом 3";"круглосуточно";"район Хамовники";"Бутиковский переулок, дом 3";"Пересечение с Молочным переулком, разметка";"37.6028948126258";"55.7391646042437";"2";"Центральный административный округ";
"1704964";"272";"272";"Парковка такси по адресу Благовещенский переулок, дом 5";"круглосуточно";"Тверской район";"Благовещенский переулок, дом 5";"Пересечение с Тверской улицей, разметка";"37.5990506171001";"55.7680812909961";"3";"Центральный административный округ";
"1704965";"286";"286";"Парковка такси по адресу Болотная площадь, дом 18";"круглосуточно";"район Якиманка";"Болотная площадь, дом 18";"К Филёвскому переулку, разметка";"37.6186293484352";"55.7465177542375";"2";"Центральный административный округ";
"1704966";"287";"287";"Парковка такси по адресу Бродников переулок, дом 3";"круглосуточно";"район Якиманка";"Бродников переулок, дом 3";"Бродников переулок, пересечение с улицей Большая Полянка, разметка";"37.6187662481606";"55.7375399530912";"1";"Центральный административный округ";
"1704967";"288";"288";"Парковка такси по адресу Фалеевский переулок, дом 2/24";"круглосуточно";"район Якиманка";"Фалеевский переулок, дом 2/24";"Фалеевский переулок, пересечение с Софийской набережной, разметка";"37.6192597746194";"55.7480670934112";"2";"Центральный административный округ";
"1704968";"289";"289";"Парковка такси по адресу Тверская улица, дом 14";"круглосуточно";"Тверской район";"Тверская улица, дом 14";"Козицкий переулок пересечение с Тверской улицей, разметка";"37.6068717241287";"55.7639445600578";"3";"Центральный административный округ";
"1704969";"290";"290";"Парковка такси по адресу Тверская улица, дом 10, строение 1";"круглосуточно";"Тверской район";"Тверская улица, дом 10, строение 1";"Глинищевский переулок, пересечение с Тверской улицей, разметка";"37.6085776090621";"55.7626739438293";"3";"Центральный административный округ";
"1704970";"291";"291";"Парковка такси по адресу 1-я Останкинская улица, дом 5";"круглосуточно";"Останкинский район";"1-я Останкинская улица, дом 5";"Московский музей-усадьба Останкино, заездной карман";"37.6157120702555";"55.8244697401455";"6";"Северо-Восточный административный округ";
"1704971";"292";"292";"Парковка такси по адресу проспект Мира, дом 109";"круглосуточно";"Останкинский район";"проспект Мира, дом 109";"Выход из ТК «Космос»; заездной карман";"37.6370747924374";"55.8183437698686";"5";"Северо-Восточный административный округ";
"1704972";"293";"293";"Парковка такси по адресу улица Грекова, дом 10";"круглосуточно";"район Северное Медведково";"улица Грекова, дом 10";"Заездной карман";"37.6620545268451";"55.8886264204694";"6";"Северо-Восточный административный округ";
"1704973";"294";"294";"Парковка такси по адресу Инженерная улица, дом 3";"круглосуточно";"Алтуфьевский район";"Инженерная улица, дом 3";"Напротив магазина; разметка";"37.5811719773628";"55.8796954874378";"2";"Северо-Восточный административный округ";
"1704974";"295";"295";"Парковка такси по адресу улица Декабристов, дом 12";"круглосуточно";"район Отрадное";"улица Декабристов, дом 12";"Напротив гипермаркета Карусель, заездной карман";"37.6044125136832";"55.8642324388232";"3";"Северо-Восточный административный округ";
"1704975";"296";"296";"Парковка такси по адресу улица Пришвина, дом 72";"круглосуточно";"район Бибирево";"улица Пришвина, дом 72";"Заездной карман";"37.587857437029";"55.8897171247107";"2";"Северо-Восточный административный округ";
"1704976";"297";"297";"Парковка такси по адресу Новокуркинское шоссе, дом 47";"круглосуточно";"район Куркино";"Новокуркинское шоссе, дом 47";"Перед пешеходным переходом, заездной карман";"37.3887293816005";"55.9048360559192";"3";"Северо-Западный административный округ";
"1704977";"298";"298";"Парковка такси по адресу улица Саломеи Нерис, дом 2";"круглосуточно";"район Северное Тушино";"улица Саломеи Нерис, дом 2";"Пересечение улицы Саломеи Нерис и Братцевской улицы, у ворот в «Усадьба Строгановых в Братцево», заездной карман";"37.3986095666623";"55.8513199492566";"2";"Северо-Западный административный округ";
"1704978";"299";"299";"Парковка такси по адресу Походный проезд, дом 3, строение 6";"круглосуточно";"район Южное Тушино";"Походный проезд, дом 3, строение 6";"У Инспекции ФНС России № 46, заездной карман";"37.4112456681177";"55.8352308408396";"2";"Северо-Западный административный округ";
"1704979";"300";"300";"Парковка такси по адресу проспект Маршала Жукова, дом 41,корпус 1";"круглосуточно";"район Хорошёво-Мнёвники";"проспект Маршала Жукова, дом 41, корпус 1";"Заездной карман";"37.4698527664077";"55.7757368003011";"2";"Северо-Западный административный округ";
"1704980";"301";"301";"Парковка такси по адресу Строгинский бульвар, дом 1";"круглосуточно";"район Строгино";"Строгинский бульвар, дом 1";"ТРЦ «Дарья», заездной карман";"37.3945645806816";"55.8057987319472";"2";"Северо-Западный административный округ";
"1704981";"302";"302";"Парковка такси по адресу улица Исаковского, дом 33";"круглосуточно";"район Строгино";"улица Исаковского, дом 33";"улица Маршала Катукова напротив улицы Исаковского, дом 33 у входа в парк, заездной карман";"37.4200539348021";"55.8042414354782";"3";"Северо-Западный административный округ";
"1704982";"303";"303";"Парковка такси по адресу улица Нижние Мнёвники, дом 41, корпус 1";"круглосуточно";"район Хорошёво-Мнёвники";"улица Нижние Мнёвники, дом 41, корпус 1";"У ресторана «Ермак», заездной карман";"37.4596753656078";"55.7556473223516";"2";"Северо-Западный административный округ";
"1704983";"304";"304";"Парковка такси по адресу улица Свободы, дом 30";"круглосуточно";"район Южное Тушино";"улица Свободы, дом 30";"После остановки «дом культуры Салют», заездной карман";"37.4549511907389";"55.8410100240689";"2";"Северо-Западный административный округ";
"1704984";"305";"305";"Парковка такси по адресу улица Академика Королёва, дом 12";"круглосуточно";"Останкинский район";"улица Академика Королёва, дом 12";"Подход к Останкинскому пруду; заездной карман";"37.6166296005249";"55.8221341992087";"5";"Северо-Восточный административный округ";
"1704985";"306";"306";"Парковка такси по адресу Анадырский проезд, дом 14, корпус 1";"круглосуточно";"Лосиноостровский район";"Анадырский проезд, дом 14, корпус 1";"Заездной карман";"37.709584236145";"55.8804024333055";"6";"Северо-Восточный административный округ";
"1704986";"307";"307";"Парковка такси по адресу Путевой проезд, дом 50";"круглосуточно";"Алтуфьевский район";"Путевой проезд, дом 50";"Платформа Бескудниково, на площади перед мостом, разметка";"37.5708174705505";"55.8813231828513";"3";"Северо-Восточный административный округ";
"1704987";"308";"308";"Парковка такси по адресу Светлогорский проезд, дом 13, строение 6";"круглосуточно";"район Южное Тушино";"Светлогорский проезд, дом 13, строение 6";"Светлогорский проезд, вход в «Усадьба Строгановых в Братцево», заездной карман";"37.4032223224639";"55.8486231985188";"2";"Северо-Западный административный округ";
"1704988";"309";"309";"Парковка такси по адресу Волоколамское шоссе, дом 90, корпус 2";"круглосуточно";"район Покровское-Стрешнево";"Волоколамское шоссе, дом 90, корпус 2";"ТПУ «Тушино», перед рестораном «Макдональдс», заездной карман";"37.4357038736343";"55.8246564470599";"2";"Северо-Западный административный округ";
"1704989";"310";"310";"Парковка такси по адресу проезд Стратонавтов, дом 6";"круглосуточно";"район Покровское-Стрешнево";"проезд Стратонавтов, дом 6";"ТПУ «Тушино», у выхода из метро, разметка";"37.4379193782806";"55.8272870044677";"3";"Северо-Западный административный округ";
"1704990";"311";"311";"Парковка такси по адресу Волоколамское шоссе, дом 92";"круглосуточно";"район Покровское-Стрешнево";"Волоколамское шоссе, дом 92";"ТПУ «Тушино», напротив ресторана «Макдональдс», заездной карман";"37.435655593872";"55.8249939397441";"2";"Северо-Западный административный округ";
"1704991";"312";"312";"Парковка такси по адресу улица Василия Петушкова, дом 25А, строение 1";"круглосуточно";"район Южное Тушино";"улица Василия Петушкова, дом 25А, строение 1";"улица Василия Петушкова перекресток у магазина «Продукты», заездной карман";"37.4068862199783";"55.8381538707998";"2";"Северо-Западный административный округ";
"1704992";"313";"313";"Парковка такси по адресу улица Исаковского, дом 16";"круглосуточно";"район Строгино";"улица Исаковского, дом 16";"улица Исаковского у входа в парк Остановка «Памятник героям войны», заездной карман";"37.4098527431488";"55.8132522950347";"2";"Северо-Западный административный округ";
"1704993";"314";"314";"Парковка такси по адресу Беговая улица, дом 7-9";"круглосуточно";"район Беговой";"Беговая улица, дом 7-9";"Перед остановкой «Улица Поликарпова - Театр»; заездной карман";"37.5555195451306";"55.7773949789412";"2";"Северный административный округ";
"1704994";"336";"336";"Парковка такси по адресу Мосфильмовская улица, дом 1, строение 18";"круглосуточно";"район Раменки";"Мосфильмовская улица, дом 1, строение 18";"Станция метро «Парк Победы», напротив дома 1, строение 18, разметка";"37.5264764785242";"55.7217408656124";"2";"Западный административный округ";
"1704995";"337";"337";"Парковка такси по адресу 1-я Рейсовая улица, дом 2";"круглосуточно";"район Внуково";"1-я Рейсовая улица, дом 2";"Центральная улица после пересечения с 1-й Рейсовой улицей, около остановки Мосгортранса «Гостиница»; заездной карман";"37.2922149179794";"55.6087063333445";"3";"Западный административный округ";
"1704996";"338";"338";"Парковка такси по адресу улица Наташи Ковшовой, дом 6А";"круглосуточно";"район Очаково-Матвеевское";"улица Наташи Ковшовой, дом 6А";"Станция метро «Юго-Западная», платформа «Очаково», разметка";"37.4510332344652";"55.6835248784921";"4";"Западный административный округ";
"1704997";"339";"339";"Парковка такси по адресу улица Богданова, дом 19";"круглосуточно";"район Солнцево";"улица Богданова, дом 19";"Станция метро «Юго-Западная», кинотеатр «Солнцево», разметка";"37.3938099147198";"55.6528970042003";"3";"Западный административный округ";
"1704998";"340";"340";"Парковка такси по адресу улица Матросова, владение 1А";"круглосуточно";"район Солнцево";"улица Матросова, владение 1А";"платформа «Сколково»";"37.4249799724202";"55.6667709846299";"4";"Западный административный округ";
"1704999";"341";"341";"Парковка такси по адресу улица Косыгина, дом 18";"круглосуточно";"Гагаринский район";"улица Косыгина, дом 18";"Смотровая площадка; разметка";"37.5548813941713";"55.7064198018215";"4";"Юго-Западный административный округ";
"1705000";"342";"342";"Парковка такси по адресу улица Косыгина, дом 17, корпус 8А";"круглосуточно";"Гагаринский район";"улица Косыгина, дом 17, корпус 8А";"Напротив смотровой площадки; разметка";"37.5544336258644";"55.7059987058881";"3";"Юго-Западный административный округ";
"1705001";"343";"343";"Парковка такси по адресу Ленинский проспект, дом 95А";"круглосуточно";"Обручевский район";"Ленинский проспект, дом 95А";"улица Академика Пилюгина напротив дома 95А по Ленинскому проспекту, заездной карман";"37.5266193866991";"55.672471992933";"5";"Юго-Западный административный округ";
"1705002";"344";"344";"Парковка такси по адресу улица Воронцовские Пруды, дом 5";"круглосуточно";"Обручевский район";"улица Воронцовские Пруды, дом 5";"Заездной карман";"37.5343809484911";"55.6644051681696";"4";"Юго-Западный административный округ";
"1705003";"345";"345";"Парковка такси по адресу улица Воронцовские Пруды, владение 2, корпус 1";"круглосуточно";"Обручевский район";"улица Воронцовские Пруды, владение 2, корпус 1";"Напротив центрального входа в «Воронцовский парк», разметка";"37.5409168481564";"55.665616293997";"4";"Юго-Западный административный округ";
"1705004";"346";"346";"Парковка такси по адресу улица Академика Пилюгина, дом 10";"круглосуточно";"Обручевский район";"улица Академика Пилюгина, дом 10";"Заездной карман";"37.5395107269287";"55.6684697388698";"2";"Юго-Западный административный округ";
"1705005";"347";"347";"Парковка такси по адресу улица Академика Пилюгина, дом 24";"круглосуточно";"Обручевский район";"улица Академика Пилюгина, дом 24";"Заездной карман";"37.5291383018338";"55.6713734364489";"2";"Юго-Западный административный округ";
"1705006";"348";"348";"Парковка такси по адресу улица Новаторов, дом 1";"круглосуточно";"Обручевский район";"улица Новаторов, дом 1";"Заездной карман";"37.5243410105758";"55.6687669557134";"2";"Юго-Западный административный округ";
"1705007";"315";"315";"Парковка такси по адресу улица Зои и Александра Космодемьянских, дом 31, корпус 2";"круглосуточно";"район Коптево";"улица Зои и Александра Космодемьянских, дом 31, корпус 2";"Театр «Без вывески», заездной карман";"37.523356103884";"55.8244599165772";"2";"Северный административный округ";
"1705008";"316";"316";"Парковка такси по адресу Дмитровское шоссе, дом 27, корпус 1";"круглосуточно";"Тимирязевский район";"Дмитровское шоссе, дом 27, корпус 1";"Красностуденческий проезд, выход из гостиницы «Молодежная»; разметка";"37.5709985731919";"55.8260012777831";"2";"Северный административный округ";
"1705009";"317";"317";"Парковка такси по адресу Ленинградский проспект, дом 30, строение 1";"круглосуточно";"район Беговой";"Ленинградский проспект, дом 30, строение 1";"Заездной карман";"37.5699440893367";"55.7840404719878";"2";"Северный административный округ";
"1705010";"318";"318";"Парковка такси по адресу Ленинградский проспект, дом 31, строение 4";"круглосуточно";"район Беговой";"Ленинградский проспект, дом 31, строение 4";"Клуб Arena Moscow";"37.5595151780726";"55.7850492623004";"3";"Северный административный округ";
"1705011";"319";"319";"Парковка такси по адресу Локомотивный проезд, дом 23";"круглосуточно";"Тимирязевский район";"Локомотивный проезд, дом 23";"Выход с платформы «Окружная»";"37.5743070244789";"55.846615390497";"2";"Северный административный округ";
"1705012";"320";"320";"Парковка такси по адресу Скаковая улица, дом 3";"круглосуточно";"район Беговой";"Скаковая улица, дом 3";"Театр классического балета, заездной карман";"37.5664715948732";"55.7831957865626";"2";"Северный административный округ";
"1705013";"321";"321";"Парковка такси по адресу улица Куусинена, дом 2, корпус 1";"круглосуточно";"Хорошёвский район";"улица Куусинена, дом 2, корпус 1";"После остановки «станция метро «Полежаевская»";"37.5172078367904";"55.7779655500558";"2";"Северный административный округ";
"1705014";"322";"322";"Парковка такси по адресу улица Куусинена, дом 13";"круглосуточно";"Хорошёвский район";"улица Куусинена, дом 13";"Напротив улице Куусинена, дома 13, вход в парк «Березовая роща»";"37.5141386385803";"55.7837990619655";"2";"Северный административный округ";
"1705015";"323";"323";"Парковка такси по адресу Хорошёвское шоссе, дом 35, корпус 1";"круглосуточно";"Хорошёвский район";"Хорошёвское шоссе, дом 35, корпус 1";"После остановки «станция метро «Полежаевская»";"37.5209083206573";"55.7779503446597";"2";"Северный административный округ";
"1705016";"324";"324";"Парковка такси по адресу Ангарская улица, дом 51";"круглосуточно";"Дмитровский район";"Ангарская улица, дом 51";"Перед входом в парк ВИСХОМ; заездной карман";"37.5291520357131";"55.8812554814223";"2";"Северный административный округ";
"1705017";"325";"325";"Парковка такси по адресу Бескудниковский бульвар, дом 59А";"круглосуточно";"Бескудниковский район";"Бескудниковский бульвар, дом 59А";"Больница С. Н. Федорова; заездной карман";"37.5371825695037";"55.8721297529304";"4";"Северный административный округ";
